"track_name","track_artist","album_artist","remix_artist_name","genre","isrc_code","music_credits","lyric_credits","other_credits","producer","engineer","release_id","track_id","release_date","album_title","publisher"
"Lacan Woto Kumu","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-90-00149","Geoffrey Oryema","Geoffrey Oryema",,"Brian Eno","David Bottrill","48","523",,"Exile","WOMAD Music Ltd"
"Makambo","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-90-00150","Geoffrey Oryema","Geoffrey Oryema","Richard Blair: BrushesDavid Bottrill: Bass, Hairy DrumBrian Eno: Backing Vocal Texture","Brian Eno",,"48","524",,"Exile","WOMAD Music Ltd"
"Jok Omako Nyako","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-90-00151","Geoffrey Oryema","Geoffrey Oryema",,"Brian Eno","David Bottrill","48","525",,"Exile","WOMAD Music Ltd"
"Solitude","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-90-00152","Geoffrey Oryema","Geoffrey Oryema","Richard Blair: Guitar TextureDavid Rhodes: 12-string guitar","Brian Eno","David Bottrill","48","526",,"Exile","WOMAD Music Ltd"
"Lubanga","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-90-00153","Geoffrey Oryema","Geoffrey Oryema","David Bottrill: Senegalese shakers","Brian Eno","David Bottrill","48","527",,"Exile","WOMAD Music Ltd"
"Exile","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-90-00154","Geoffrey Oryema","Geoffrey Oryema","David Bottrill: BassDavid Rhodes: Guitar","Brian Eno","David Bottrill","48","528",,"Exile","WOMAD Music Ltd"
"Mustt Mustt","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-90-00057","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan","Robert Ahwai: GuitarDavid Bottrill: DjembeMichael Brook: GuitarDarryl Johnson: BassFarrukh Fateh Ali Khan: Harmonium, VocalsJames Pinker: Djembe","Michael Brook","David Bottrill","49","529",,"Mustt Mustt","WOMAD Music Ltd"
"Nothing Without You (Tery Bina)","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-90-00058","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan","Robert Ahwai: GuitarMichael Brook: GuitarDilda Hussain: TablasFarrukh Fateh Ali Khan: Harmonium, VocalsJames Pinker: Hairy Drum","Michael Brook","David Bottrill","49","530",,"Mustt Mustt","WOMAD Music Ltd"
"The Game","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-90-00060","Robert Ahwai/Michael Brook/Nusrat Fateh Ali Khan/Darryl Johnson/James Pinker","Nusrat Fateh Ali Khan","Robert Ahwai: GuitarMichael Brook: Djembe, Infinite GuitarPeter Gabriel; Drum ProgramDarryl Johnson: Moog bass pedals, pianoFarrukh Fateh Ali Khan: Harmonium, VocalsJames Pinker: Bongos","Michael Brook","David Bottrill","49","532",,"Mustt Mustt","WOMAD Music Ltd"
"Taa Deem","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-90-00061","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan","Michael Brook: Infinite guitar, SurduDarryl Johnson: Moog BassFarrukh Fateh Ali Khan: Harmonium, VocalsJames Pinker: Djembe","Michael Brook","David Bottrill","49","533",,"Mustt Mustt","WOMAD Music Ltd"
"Tana Dery Na","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-90-00064","Michael Brook & Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan","David Bottrill: SurduMichael Brook: Guitar, Percussion, SynthesizerDildar Hussain: TablasFarrukh Fateh Ali Khan: Harmonium, Vocals","Michael Brook","David Bottrill","49","536",,"Mustt Mustt","WOMAD Music Ltd"
"Shadow","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-90-00065","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"Michael Brook","David Bottrill","49","537",,"Mustt Mustt","WOMAD Music Ltd"
"Avenue","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-90-00066","Michael Brook","Nusrat Fateh Ali Khan","Robert Ahwai: GuitarMichael Brook: Infinite GuitarDildar Hussain: TablasDarryl Johnson: Clay DrumsFarrukh Fateh Ali Khan: Harmonium, VocalsJames Pinker: Djembe","Michael Brook","David Bottrill","49","538",,"Mustt Mustt","WOMAD Music Ltd"
"Beh Haadh Ramza Dhasdha = He Manifests Himself In","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00226","Trad arr. Nusrat Fateh Ali Khan & Party",,,"Michael Brook","David Bottrill","50","540",,"Shahbaaz","WOMAD Music Ltd"
"Shahbaaz Qalandar","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00304","Trad arr. Nusrat Fateh Ali Khan & Party",,,"Michael Brook","David Bottrill","50","541",,"Shahbaaz","WOMAD Music Ltd"
"Dhyahar-Eh-Ishq Meh = The Realm Of Love","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00122","Trad arr. Nusrat Fateh Ali Khan & Party",,,"Michael Brook","David Bottrill","50","542",,"Shahbaaz","WOMAD Music Ltd"
"Jewleh Lal","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00139","Trad arr. Nusrat Fateh Ali Khan & Party",,,"Michael Brook","David Bottrill","50","543",,"Shahbaaz","WOMAD Music Ltd"
"Mosquito","Dmitri Pokrovsky Ensemble","Dmitri Pokrovsky Ensemble",,"World Music","GB-CPA-91-00238","Trad arr. Dmitri Pokrovsky",,,"Dmitri Pokrovsky, Abigail Adams, Amanda Jones","David Bottrill","51","544",,"The Wild Field","WOMAD Music Ltd"
"Oak Forest","Dmitri Pokrovsky Ensemble","Dmitri Pokrovsky Ensemble",,"World Music","GB-CPA-91-00271","Trad arr. Dmitri Pokrovsky",,,"Dmitri Pokrovsky, Abigail Adams &amp; Amanda Jones","David Bottrill","51","545",,"The Wild Field","WOMAD Music Ltd"
"Slow Kaliuki (Extract) 2","Dmitri Pokrovsky Ensemble","Dmitri Pokrovsky Ensemble",,"World Music","GB-CPA-91-00274","Trad arr. Dmitri Pokrovsky",,,"Dmitri Pokrovsky, Abigail Adams, Amanda Jones","David Bottrill","51","546",,"The Wild Field","WOMAD Music Ltd"
"Pine Tree","Dmitri Pokrovsky Ensemble","Dmitri Pokrovsky Ensemble",,"World Music","GB-CPA-91-00273","Trad arr. Dmitri Pokrovsky",,,"Dmitri Pokrovsky, Abigail Adams, Amanda Jones","David Bottrill","51","547",,"The Wild Field","WOMAD Music Ltd"
"Porushka","Dmitri Pokrovsky Ensemble","Dmitri Pokrovsky Ensemble",,"World Music","GB-CPA-91-00275","Trad arr. Dmitri Pokrovsky",,,"Dmitri Pokrovsky, Abigail Adams, Amanda Jones","David Bottrill","51","549",,"The Wild Field","WOMAD Music Ltd"
"Lullaby","Dmitri Pokrovsky Ensemble","Dmitri Pokrovsky Ensemble",,"World Music","GB-CPA-91-00276","Trad arr. Dmitri Pokrovsky",,,"Dmitri Pokrovsky, Abigail Adams, Amanda Jones","David Bottrill","51","550",,"The Wild Field","WOMAD Music Ltd"
"Geese Fly","Dmitri Pokrovsky Ensemble","Dmitri Pokrovsky Ensemble",,"World Music","GB-CPA-91-00277","Trad arr. Dmitri Pokrovsky",,,"Dmitri Pokrovsky, Abigail Adams, Amanda Jones","David Bottrill","51","551",,"The Wild Field","WOMAD Music Ltd"
"Fast Kaliuki (Extract) 1","Dmitri Pokrovsky Ensemble","Dmitri Pokrovsky Ensemble",,"World Music","GB-CPA-91-00278","Trad arr. Dmitri Pokrovsky",,,"Dmitri Pokrovsky, Abigail Adams, Amanda Jones","David Bottrill","51","552",,"The Wild Field","WOMAD Music Ltd"
"Sadko","Dmitri Pokrovsky Ensemble","Dmitri Pokrovsky Ensemble",,"World Music","GB-CPA-91-00279","Trad arr. Dmitri Pokrovsky",,,"Dmitri Pokrovsky, Abigail Adams, Amanda Jones","David Bottrill","51","553",,"The Wild Field","WOMAD Music Ltd"
"Where Have You Been?","Dmitri Pokrovsky Ensemble","Dmitri Pokrovsky Ensemble",,"World Music","GB-CPA-91-00281","Trad arr. Dmitri Pokrovsky",,,"Dmitri Pokrovsky, Abigail Adams, Amanda Jones","David Bottrill","51","555",,"The Wild Field","WOMAD Music Ltd"
"Three Sisters","Dmitri Pokrovsky Ensemble","Dmitri Pokrovsky Ensemble",,"World Music","GB-CPA-91-00282","Trad arr. Dmitri Pokrovsky",,,"Dmitri Pokrovsky, Abigail Adams, Amanda Jones","David Bottrill","51","556",,"The Wild Field","WOMAD Music Ltd"
"On The Street","Dmitri Pokrovsky Ensemble","Dmitri Pokrovsky Ensemble",,"World Music","GB-CPA-91-00283","Trad arr. Dmitri Pokrovsky",,,"Dmitri Pokrovsky, Abigail Adams, Amanda Jones","David Bottrill","51","557",,"The Wild Field","WOMAD Music Ltd"
"Breu Peyney","Musicians of the National Dance Company of Cambodi","Musicians of the National Dance Company of Cambodi",,"World Music","GB-CPA-07-00254","Trad arr. Musicians of the National Dance Company of Cambodia",,,"Musicians of the National Dance Company of Cambodi","Richard Evans","52","558",,"Homrong","WOMAD Music Ltd"
"Leng Suan","Musicians of the National Dance Company of Cambodi","Musicians of the National Dance Company of Cambodi",,"World Music","GB-CPA-07-00093","Musicians of the National Dance Company of Cambodia",,,"Musicians of the National Dance Company of Cambodi","Richard Evans","52","559",,"Homrong","WOMAD Music Ltd"
"Homrong","Musicians of the National Dance Company of Cambodi","Musicians of the National Dance Company of Cambodi",,"World Music","GB-CPA-07-00333","Musicians of the National Dance Company of Cambodia",,,"Musicians of the National Dance Company of Cambodi","Richard Evans","52","560",,"Homrong","WOMAD Music Ltd"
"Tep Monorom Dance","Musicians of the National Dance Company of Cambodi","Musicians of the National Dance Company of Cambodi",,"World Music","GB-CPA-07-00169","Musicians of the National Dance Company of Cambodia",,,"Musicians of the National Dance Company of Cambodi","Richard Evans","52","561",,"Homrong","WOMAD Music Ltd"
"Nor Kor Reach","Musicians of the National Dance Company of Cambodi","Musicians of the National Dance Company of Cambodi",,"World Music","GB-CPA-07-00187","Trad arr. Musicians of the National Dance Company of Cambodia",,,"Musicians of the National Dance Company of Cambodi","Richard Evans","52","562",,"Homrong","WOMAD Music Ltd"
"Luok Phsar","Musicians of the National Dance Company of Cambodi","Musicians of the National Dance Company of Cambodi",,"World Music","GB-CPA-07-00003","Musicians of the National Dance Company of Cambodia",,,"Musicians of the National Dance Company of Cambodi","Richard Evans","52","563",,"Homrong","WOMAD Music Ltd"
"Tropangpeay","Musicians of the National Dance Company of Cambodi","Musicians of the National Dance Company of Cambodi",,"World Music","GB-CPA-07-00081","Musicians of the National Dance Company of Cambodia",,,"Musicians of the National Dance Company of Cambodi","Richard Evans","52","564",,"Homrong","WOMAD Music Ltd"
"Preah Chinnavong","Musicians of the National Dance Company of Cambodi","Musicians of the National Dance Company of Cambodi",,"World Music","GB-CPA-07-00275","Musicians of the National Dance Company of Cambodia",,,"Musicians of the National Dance Company of Cambodi","Richard Evans","52","565",,"Homrong","WOMAD Music Ltd"
"Bohrapha","Musicians of the National Dance Company of Cambodi","Musicians of the National Dance Company of Cambodi",,"World Music","GB-CPA-07-00032","Musicians of the National Dance Company of Cambodia",,,"Musicians of the National Dance Company of Cambodi","Richard Evans","52","566",,"Homrong","WOMAD Music Ltd"
"Mohori Bompay","Musicians of the National Dance Company of Cambodi","Musicians of the National Dance Company of Cambodi",,"World Music","GB-CPA-07-00142","Trad arr. Musicians of the National Dance Company of Cambodia",,,"Musicians of the National Dance Company of Cambodi","Richard Evans","52","567",,"Homrong","WOMAD Music Ltd"
"Dodoma","Remmy Ongala","Remmy Ongala",,"World Music","GB-CPA-07-00116","Remmy Ongala & Cosmas Chidumule","Remmy Ongala & Cosmas Chidumule","Ramazani Mtoro Ongala aka Remmy Ongala: Lead and Backing Vocals, Lead and Rhythm GuitarCosmas Thobias Chidumule: Lead and Backing VocalsBatii Osenga Ipopolipo: Guitar and Backing VocalsAyas Ayas Hassani: Rhythm GuitarShemboza Shekungu-Mkiva: Rhythm Guitar and Backing VocalsMussa Hamisi Magomba: Bass GuitarYusuph Iddi Subwa: Drum","Rupert Hine","Stuart Bruce, Richard Blair & Chris Lawson","56","607",,"Mambo","WOMAD Music Ltd"
"One World","Remmy Ongala","Remmy Ongala",,"World Music","GB-CPA-07-00285","Remmy Ongala & Cosmas Chidumule","Remmy Ongala & Cosmas Chidumule","Ramazani Mtoro Ongala aka Remmy Ongala: Lead and Backing Vocals, Lead and Rhythm GuitarCosmas Thobias Chidumule: Lead and Backing VocalsBatii Osenga Ipopolipo: Guitar and Backing VocalsAyas Ayas Hassani: Rhythm GuitarShemboza Shekungu-Mkiva: Rhythm Guitar and Backing VocalsMussa Hamisi Magomba: Bass GuitarYusuph Iddi Subwa: Drum","Rupert Hine","Stuart Bruce, Richard Blair & Chris Lawson","56","608",,"Mambo","WOMAD Music Ltd"
"I Want To Go Home","Remmy Ongala","Remmy Ongala",,"World Music","GB-CPA-07-00144","Remmy Ongala","Remmy Ongala","Ramazani Mtoro Ongala aka Remmy Ongala: Lead and Backing Vocals, Lead and Rhythm GuitarCosmas Thobias Chidumule: Lead and Backing VocalsBatii Osenga Ipopolipo: Guitar and Backing VocalsAyas Ayas Hassani: Rhythm GuitarShemboza Shekungu-Mkiva: Rhythm Guitar and Backing VocalsMussa Hamisi Magomba: Bass GuitarYusuph Iddi Subwa: Drum","Rupert Hine","Stuart Bruce, Richard Blair & Chris Lawson","56","609",,"Mambo","WOMAD Music Ltd"
"Inchi Vetu (Our Country)","Remmy Ongala","Remmy Ongala",,"World Music","GB-CPA-07-00068","Remmy Ongala & Anifa Hamisi Mtwale","Remmy Ongala & Anifa Hamisi Mtwale","Ramazani Mtoro Ongala aka Remmy Ongala: Lead and Backing Vocals, Lead and Rhythm GuitarCosmas Thobias Chidumule: Lead and Backing VocalsBatii Osenga Ipopolipo: Guitar and Backing VocalsAyas Ayas Hassani: Rhythm GuitarShemboza Shekungu-Mkiva: Rhythm Guitar and Backing VocalsMussa Hamisi Magomba: Bass GuitarYusuph Iddi Subwa: Drum","Rupert Hine","Stuart Bruce, Richard Blair & Chris Lawson","56","610",,"Mambo","WOMAD Music Ltd"
"What Can I Say? (Niseme Nini)","Remmy Ongala","Remmy Ongala",,"World Music","GB-CPA-07-00090","Remmy Ongala","Remmy Ongala","Ramazani Mtoro Ongala aka Remmy Ongala: Lead and Backing Vocals, Lead and Rhythm GuitarCosmas Thobias Chidumule: Lead and Backing VocalsBatii Osenga Ipopolipo: Guitar and Backing VocalsAyas Ayas Hassani: Rhythm GuitarShemboza Shekungu-Mkiva: Rhythm Guitar and Backing VocalsMussa Hamisi Magomba: Bass GuitarYusuph Iddi Subwa: Drum","Rupert Hine","Stuart Bruce, Richard Blair & Chris Lawson","56","611",,"Mambo","WOMAD Music Ltd"
"No Money, No Life","Remmy Ongala","Remmy Ongala",,"World Music","GB-CPA-07-00088","Cosmas Chidumule","Cosmas Chidumule","Ramazani Mtoro Ongala aka Remmy Ongala: Lead and Backing Vocals, Lead and Rhythm GuitarCosmas Thobias Chidumule: Lead and Backing VocalsBatii Osenga Ipopolipo: Guitar and Backing VocalsAyas Ayas Hassani: Rhythm GuitarShemboza Shekungu-Mkiva: Rhythm Guitar and Backing VocalsMussa Hamisi Magomba: Bass GuitarYusuph Iddi Subwa: Drum","Rupert Hine","Stuart Bruce, Richard Blair & Chris Lawson","56","612",,"Mambo","WOMAD Music Ltd"
"Living Together (Tupendane)","Remmy Ongala","Remmy Ongala",,"World Music","GB-CPA-07-00085","Remmy Ongala","Remmy Ongala","Ramazani Mtoro Ongala aka Remmy Ongala: Lead and Backing Vocals, Lead and Rhythm GuitarCosmas Thobias Chidumule: Lead and Backing VocalsBatii Osenga Ipopolipo: Guitar and Backing VocalsAyas Ayas Hassani: Rhythm GuitarShemboza Shekungu-Mkiva: Rhythm Guitar and Backing VocalsMussa Hamisi Magomba: Bass GuitarYusuph Iddi Subwa: Drum","Rupert Hine","Stuart Bruce, Richard Blair & Chris Lawson","56","613",,"Mambo","WOMAD Music Ltd"
"Mrema","Remmy Ongala","Remmy Ongala",,"World Music","GB-CPA-07-00059","Remmy Ongala","Remmy Ongala","Ramazani Mtoro Ongala aka Remmy Ongala: Lead and Backing Vocals, Lead and Rhythm GuitarCosmas Thobias Chidumule: Lead and Backing VocalsBatii Osenga Ipopolipo: Guitar and Backing VocalsAyas Ayas Hassani: Rhythm GuitarShemboza Shekungu-Mkiva: Rhythm Guitar and Backing VocalsMussa Hamisi Magomba: Bass GuitarYusuph Iddi Subwa: Drum","Rupert Hine","Stuart Bruce, Richard Blair & Chris Lawson","56","614",,"Mambo","WOMAD Music Ltd"
"Kidogo Kidogo (Little By Little)","Remmy Ongala","Remmy Ongala",,"World Music","GB-CPA-07-00018","Remmy Ongala","Remmy Ongala","Ramazani Mtoro Ongala aka Remmy Ongala: Lead and Backing Vocals, Lead and Rhythm GuitarCosmas Thobias Chidumule: Lead and Backing VocalsBatii Osenga Ipopolipo: Guitar and Backing VocalsAyas Ayas Hassani: Rhythm GuitarShemboza Shekungu-Mkiva: Rhythm Guitar and Backing VocalsMussa Hamisi Magomba: Bass GuitarYusuph Iddi Subwa: Drum","Rupert Hine","Stuart Bruce, Richard Blair & Chris Lawson","56","615",,"Mambo","WOMAD Music Ltd"
"Lyrical Dance","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00975","Russian Traditional arranged by I. Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","616",,"Terem","WOMAD Music Ltd"
"Fantasy","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00976","I Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","617",,"Terem","WOMAD Music Ltd"
"The Legend Of The Old Mountain Man","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00977","A. Golsky arr. I. Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","618",,"Terem","WOMAD Music Ltd"
"Cossack's Farewell","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00978","Russian Traditional arranged by I. Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","619",,"Terem","WOMAD Music Ltd"
"Toccata","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00979","A. Repnikov arr. I. Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","620",,"Terem","WOMAD Music Ltd"
"Variations On Swan Lake","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00980","P. Tchaikovsky arr. I. Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","621",,"Terem","WOMAD Music Ltd"
"Simfonia Lubova","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00981","I Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","622",,"Terem","WOMAD Music Ltd"
"Old Carousel","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00982","V. Dimitriev arr. I. Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","623",,"Terem","WOMAD Music Ltd"
"Two-Step Nadya","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00983","A. Tsygankov arr. I. Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","624",,"Terem","WOMAD Music Ltd"
"Tsiganka","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00984","A Tsygankov arr. I. Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","625",,"Terem","WOMAD Music Ltd"
"Letnie Kanikuli","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00985","Miagava arr. I. Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","626",,"Terem","WOMAD Music Ltd"
"Country Improvisation","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00986","I Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","627",,"Terem","WOMAD Music Ltd"
"Valenki","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00987","M. Shirokov arr. I. Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","628",,"Terem","WOMAD Music Ltd"
"Barnynia","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-92-00988","Russian traditional, original arrangement M Shirokov",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","57","629",,"Terem","WOMAD Music Ltd"
"Lubanga","Geoffrey Oryema","Various Artists",,"World Music","GB-CPA-90-00153","Geoffrey Oryema","Geoffrey Oryema","David Bottrill: Senegalese shakers","Brian Eno","David Bottrill","59","527",,"A Week in the Real World (Part 1)","WOMAD Music Ltd"
"Dodoma","Remmy Ongala","Various Artists",,"World Music","GB-CPA-07-00116","Remmy Ongala & Cosmas Chidumule","Remmy Ongala & Cosmas Chidumule","Ramazani Mtoro Ongala aka Remmy Ongala: Lead and Backing Vocals, Lead and Rhythm GuitarCosmas Thobias Chidumule: Lead and Backing VocalsBatii Osenga Ipopolipo: Guitar and Backing VocalsAyas Ayas Hassani: Rhythm GuitarShemboza Shekungu-Mkiva: Rhythm Guitar and Backing VocalsMussa Hamisi Magomba: Bass GuitarYusuph Iddi Subwa: Drum","Rupert Hine","Stuart Bruce, Richard Blair & Chris Lawson","59","607",,"A Week in the Real World (Part 1)","WOMAD Music Ltd"
"The Legend Of The Old Mountain Man","The Terem Quartet","Various Artists",,"World Music","GB-CPA-92-00977","A. Golsky arr. I. Ponomarenko",,"Andrei Konstantinov: Soprano DomraIgor Ponomarenko: Alto DomraAndrei Smirnov: Bayan AccordianMikhail Dziudze: Bass Balalaika","Tony Berg","Richard Evans","59","618",,"A Week in the Real World (Part 1)","WOMAD Music Ltd"
"On the Wing","The Grid","Various Artists",,"Electronica","GB-CPA-07-00044","Juan Canizares, Jah Wobble, Justin Adams, Alex Gifford & The Grid, and arranged by The Grid",,"Juan Canizares: GuitarJustin Adams: GuitarJah Wobble: BassDave Ball: Synthesisers and samplersRichard Norris: Drum programmingAlex Gifford: Keyboards, Hammond B3 organ & melodianBazil Anderson: PianoJoji Hirota: Percussion","The Grid","Alex Gifford","59","640",,"A Week in the Real World (Part 1)","WOMAD Music Ltd"
"Tang Uru","Ayub Ogada","Various Artists",,"World Music","GB-CPA-07-00301","Written by Ayub Ogada, arranged by Ayub Ogada & Pol Brennan",,"Pol Brennan: Acoustic Guitar, KeyboardsSherman Holmes: Bass GuitarWendell Holmes: Electric GuitarGib Wharton: Pedal steel guitarSherman Holmes, Wendell Holmes, Popsy Dixon, Christine Wyss, Kevin Mooney: Backing vocal","Pol Brennan","Chris Lawson","59","641",,"A Week in the Real World (Part 1)","WOMAD Music Ltd"
"Slow Down","The Grid","Various Artists",,"Electronica","GB-CPA-07-00329","The Grid & Alex Gifford",,"Wendell Holmes: VoiceAlex Gifford: PianoGib Wharton: Pedal steel guitarCelso Paco: PercussionDave Ball: Synthesiser & samplerRichard Norris: Drum programming & guitar treatmentThe Real World Breathing Choir: Breathing","The Grid","Alex Gifford","59","649",,"A Week in the Real World (Part 1)","WOMAD Music Ltd"
"Soledad","Toto La Momposina","Various Artists",,"World Music","GB-CPA-07-00076","Written by Walberto Zillamil Oduber, arr. Toto La Momposina",,,,"Pete Walsh","59","650",,"A Week in the Real World (Part 1)","WOMAD Music Ltd"
"Variations On Tong Sal Puri (Eastern Exorcism)","Samulnori","Various Artists",,"World Music","GB-CPA-07-01236","Trad arr. Kim Duk Soo",,,"Pol Brennan","Chris Lawson","59","652",,"A Week in the Real World (Part 1)","WOMAD Music Ltd"
"Wuming Wuyi (No Name No Meaning)","Sola","Various Artists",,"World Music","GB-CPA-07-01237","Written by Liu Sola & Pol Brennan, arranged by Pol Brennan",,"Musicians SamulNori: DrummingLiu Sola: VocalsPol Brennan: KeyboardsJoji Hirota: PercussionJustin Adams: GuitarCheng Yu: Pipa","Pol Brennan","Chris Lawson","59","653",,"A Week in the Real World (Part 1)","WOMAD Music Ltd"
"Mother and Son","Trísan","Various Artists",,"World Music","GB-CPA-07-01268","Pol Brennan, Joji Hirota & Guo Yue",,,,"Pete Walsh","59","2240",,"A Week in the Real World (Part 1)","WOMAD Music Ltd"
"Kakhuri Mravaljamieri","Tsinandali Choir","Tsinandali Choir",,"World Music","GB-CPA-88-00217","Traditional, arranged by Levan Abashidze.",,,"Anzor Erkomaishvili","Mikhail Kilosanidze","62","689",,"Table Songs of Georgia","WOMAD Music Ltd"
"Makruli","Tsinandali Choir","Tsinandali Choir",,"World Music","GB-CPA-88-00218","Traditional, arranged by Levan Abashidze.",,,"Anzor Erkomaishvili","Mikhail Kilosanidze","62","690",,"Table Songs of Georgia","WOMAD Music Ltd"
"Shashvi Kakabi","Tsinandali Choir","Tsinandali Choir",,"World Music","GB-CPA-88-00219","Traditional, arranged by Levan Abashidze.",,,"Anzor Erkomaishvili","Mikhail Kilosanidze","62","691",,"Table Songs of Georgia","WOMAD Music Ltd"
"Orovela","Tsinandali Choir","Tsinandali Choir",,"World Music","GB-CPA-88-00220","Traditional, arranged by Levan Abashidze.",,,"Anzor Erkomaishvili","Mikhail Kilosanidze","62","692",,"Table Songs of Georgia","WOMAD Music Ltd"
"Turpani Skhedan","Tsinandali Choir","Tsinandali Choir",,"World Music","GB-CPA-88-00221","Traditional, arranged by Levan Abashidze.",,,"Anzor Erkomaishvili","Mikhail Kilosanidze","62","693",,"Table Songs of Georgia","WOMAD Music Ltd"
